oem,hr,fk,offset
143933249,HR 6403,36099,4244270
143933252,HR 6403,34563,4244308
143933300,HR 7408,34563,4244346
143933311,HR 7408,35075,4244384
143933312,HR 7408,35331,4244422
143933313,HR 7408,35587,4246565
143933314,HR 7408,35843,4246603
143933321,HR 7408,35331,4246641
143933322,HR 7408,35587,4246679
143933400,HR 7412,33539,4246717
143933411,HR 7412,34051,4246755
143933412,HR 7412,34307,4246793
143933413,HR 7412,34563,4246831
143933421,HR 7412,34307,4246869
143933900,HR 6677,37891,4246907
143933911,HR 6677,38403,4246945
143933912,HR 6677,38659,4246983
143933913,HR 6677,38915,4247021
143933914,HR 6677,39171,4247059
143933915,HR 6677,39427,4247097
143933921,HR 6677,38659,4247135
143933922,HR 6677,38915,4247173
143933931,HR 6677,38915,4247211
143935100,HR 7414,33795,4247249
143935111,HR 7414,34307,4247287
143935112,HR 7415,34819,4247325
143935113,HR 7414,34819,4247363
143935121,HR 7414,34563,4247401
143935122,HR 7415,35075,4247439
143935700,HR 7413,35075,4247477
143935711,HR 7413,35587,4247515
143935712,HR 7413,35843,4249630
143936300,HR 7403,34051,4249668
143936305,HR 7403,35331,4249706
143936311,HR 7403,34563,4249744
143936312,HR 7403,34819,4249782
143936313,HR 7403,35075,4249820
143936321,HR 7403,34819,4249858
143936331,HR 7403,35075,4249896
143936332,HR 7403,35331,4249934
143937200,HR 6415,34563,4249972
143937205,HR 6415,35843,4250010
143937211,HR 6415,35075,4250048
143937212,HR 6415,35331,4250086
143937213,HR 6415,35587,4250124
143937221,HR 6415,35331,4250162
143937222,HR 6415,35587,4250200
143937232,HR 6415,35843,4250238
143938711,HR 7402,35843,4250276
143938713,HR 7402,36355,4250314
143938721,HR 7402,36099,4250352
143941600,HR 7244,34563,4250390
143941611,HR 7244,35075,4250428
143941612,HR 7244,35331,4250466
143941621,HR 7244,35331,4250504
143941622,HR 7244,35587,4250542
143941623,HR 7244,35843,4250580
143941631,HR 7244,35587,4252733
143941641,HR 7244,35843,4252771
143941651,HR 7243,35843,4252809
143941652,HR 7243,36099,4252847
143941661,HR 7244,36355,4252885
143941671,HR 7244,36611,4252923
143942100,HR 7416,33795,4252961
143942111,HR 7416,34307,4252999
143942112,HR 7416,34563,4253037
143942121,HR 7416,34563,4253075
143942141,HR 8946,37379,4253113
143942151,HR 8946,37635,4253151
143942300,HR 7245,34307,4253189
143942311,HR 7245,34819,4253227
143942312,HR 7245,35075,4253265
143942321,HR 7245,35075,4253303
143942322,HR 7245,35331,4253341
143942331,HR 7245,35331,4253379
143942332,HR 7245,35587,4253417
143942333,HR 7245,35843,4253455
143942341,HR 7245,35587,4253493
143942351,HR 7337,36355,4253531
143942361,HR 7337,36611,4253569
143942362,HR 7337,36867,4253607
143942367,HR 7337,38147,4253645
143942421,HR 7416,35331,4254774
143942431,HR 7416,35587,4254812
143942611,HR 7245,35587,4254850
143942621,HR 7245,35843,4254888
143942661,HR 7245,36867,4254926
143943011,HR 7411,33027,4254964
143943021,HR 7411,33283,4255002
143943200,HR 7411,33027,4255040
143943211,HR 7411,33539,4255078
143943214,HR 7411,34307,4255116
143943221,HR 7411,33795,4255154
143943222,HR 7411,34051,4255192
143944311,HR 8666,37379,4255230
143945200,HR 80097,2820,4255268
143945211,HR 80097,3332,4255308
143945221,HR 80097,3588,4255348
143945311,HR 80097,3588,4255388
143945400,HR 80095,48643,4255428
143945411,HR 80095,49155,4255467
143945511,HR 80095,49411,4255506
143948200,HR 8518,36611,4255545
143948211,HR 8518,37123,4255583
143948212,HR 8518,37379,4255621
143948300,HR 8518,36867,4255659
143948311,HR 8518,37379,4255697
143949311,HR 7243,36099,4257850
143949312,HR 7243,36355,4257888
143949800,HR 8195,38659,4257926
143949811,HR 8195,39171,4257964
143949812,HR 8195,39427,4258002
143949821,HR 8195,39427,4258040
143949822,HR 8195,39683,4258078
143949831,HR 8195,39683,4258116
143949832,HR 8195,39939,4258154
143949841,HR 8195,39939,4258192
143949851,HR 8195,40195,4258230
143949857,HR 8195,41731,4258268
143949870,HR 8195,40451,4258306
143949871,HR 8195,40707,4258344
143949872,HR 8195,40963,4258382
143950200,HR 8215,33283,4258420
143950211,HR 8215,33795,4258458
143950231,HR 8215,34307,4258496
143950900,HR 8215,35075,4258534
143953000,HR 7777,36611,4258572
143953011,HR 7777,37123,4258610
143953013,HR 7777,37635,4258648
143953021,HR 7777,37379,4258686
143953031,HR 7777,37635,4258724
143953051,HR 7777,38147,4258762
143953311,HR 80097,3332,4260917
143953600,HR 7777,38147,4260957
143953611,HR 7777,38659,4260995
143953800,HR 80097,4100,4261033
143953811,HR 80097,4612,4261073
143954311,HR 46106,47619,4261113
143954313,HR 46106,48131,4261152
143954331,HR 46106,48131,4261191
143954341,HR 46106,48387,4261230
143954351,HR 46106,48643,4261269
143979311,HR 7243,36867,4261308
144 8200,HRT 507,23811,4261346
144 8200.,HRT 507,35587,4261383
144 82000,HRT 507,36099,4261421
1445200,HR 46145,39683,4261459
1448200,HRT 507,15619,4261497
14482000,HRT 507,27907,4261533
144824 L,HR 7210,41987,4261570
144824L,HR 7210,33795,4261608
144838 S,HR 7077,47875,4261645
144838S,HR 7077,39683,4261683
144927512,HR 9559,39171,4261720
144927521,HR 9559,39171,4261758
144927522,HR 9559,39427,4261796
145 91060,HR 2031/22,64771,4261834
1450203,HR 46095,40451,4262965
145021711,HR 9560,33795,4263003
145021721,HR 9560,34051,4263041
145021722,HR 9560,34307,4263079
1450401,HR 46088,40963,4263117
1450504,HR 46093,40963,4263155
145311811,HR 46106,46083,4263193
145312311,HR 46106,45059,4263232
145312312,HR 46106,45315,4263271
145313411,HR 46106,45571,4263310
145313412,HR 46106,45827,4263349
145314211,HR 7416,33283,4263388
145314221,HR 7416,33539,4263426
145314611,HR 8195,35587,4263464
145314612,HR 8195,35843,4263502
145314613,HR 8195,36099,4263540
145314621,HR 8195,35843,4263578
145314622,HR 8195,36099,4263616
145315211,HR 8293,54275,4263654
145315221,HR 8293,54531,4263693
145315311,HR 46106,45827,4263732
145315312,HR 46106,46083,4263771
145317011,HR 46106,45571,4263810
145317111,HR 46106,45827,4263849
145317121,HR 46106,46083,4263888
145317311,HR 7243,33795,4266042
145317911,HR 7337,36355,4266080
145317912,HR 7337,36611,4266118
145318011,HR 8807,35075,4266156
145318611,HR 8209,35587,4266194
145318811,HR 7391,36355,4266232
145318821,HR 7391,36611,4266270
145318911,HR 8293,37123,4266308
145318912,HR 8293,37379,4266346
145319111,HR 8172,34307,4266384
145319300,HR 8208,34307,4266422
145319311,HR 8208,34819,4266460
145319321,HR 8208,35075,4266498
145319411,HR 8662,36099,4266536
145319911,HR 7762,37379,4266574
145320011,HR 7762,33027,4266612
145320700,HR 8193,34051,4266650
145320711,HR 8193,34563,4266688
145320811,HR 8394,35587,4266726
145320911,HR 8843,35587,4266764
145321000,HR 8209,32003,4266802
145321011,HR 8209,32515,4266840
145321100,HR 8208,32003,4266878
145321110,HR 8208,32259,4266916
145321111,HR 8208,32515,4266954
145321611,HR 8254,34051,4269107
145321711,HR 8256,34819,4269145
145321911,HR 8578,37123,4269183
145322011,HR 7364,33027,4269221
145322012,HR 7364,33283,4269259
145322111,HR 8172,32771,4269297
145322112,HR 8172,33027,4269335
145322211,HR 8566,34819,4269373
145322221,HR 8566,35075,4269411
145322311,HR 80133,44803,4269449
145322711,HR 8578,36867,4269488
145322721,HR 8578,37123,4269526
145322911,HR 8211,33283,4269564
145323811,HR 8569,37379,4269602
145323812,HR 8569,37635,4269640
145323821,HR 8569,37635,4269678
145323831,HR 8569,37891,4269716
145323841,HR 8569,38147,4269754
145324011,HR 46128,260,4269792
145324021,HR 46128,516,4269832
145324811,HR 8569,37635,4269872
145324821,HR 8569,37891,4269910
145325011,HR 8662,34307,4269948
145325411,HR 8211,32771,4269986
145325611,HR 80132,46083,4270024
145326411,HR 8372,35075,4272178
145326500,HR 8372,34819,4272216
145326511,HR 8372,35331,4272254
145326611,HR 8187,36611,4272292
145326811,HR 8220,34051,4272330
145326821,HR 8220,34307,4272368
145326911,HR 8655,37379,4272406
145327211,HR 8663,35587,4272444
145327221,HR 8663,35843,4272482
145327911,HR 8592,37635,4272520
145328211,HR 8534,35075,4272558
145328311,HR 8208,34819,4272596
145328321,HR 8208,35075,4272634
145328411,HR 8577,37379,4272672
145328611,HR 8534,36099,4272710
145328621,HR 8534,36355,4272748
145329311,HR 7946,37123,4272786
145329721,HR 8577,38659,4272824
145329731,HR 8577,38915,4272862
145329811,HR 8577,38659,4272900
145329821,HR 8577,38915,4272938
145329911,HR 7405,36099,4272976
145330511,HR 8577,35843,4273014
145330611,HR 8774,35843,4273052
145330711,HR 8569,36611,4273090
145330811,HR 8579,37123,4276261
145330821,HR 8579,37379,4276299
145330831,HR 8579,37635,4276337
145330832,HR 8579,37891,4276375
145330841,HR 8579,37891,4276413
145331011,HR 8579,35331,4276451
145331021,HR 8579,35587,4276489
145331022,HR 8579,35843,4276527
145331311,HR 7979,36867,4276565
145331411,HR 7946,35587,4276603
145331421,HR 8579,36611,4276641
145331611,HR 7946,36099,4276679
145331621,HR 7946,36355,4276717
145331911,HR 8655,36355,4276755
145331921,HR 8655,36611,4276793
145332 X,HR 46046,58627,4276831
145332011,HR 8577,35075,4276908
145332111,HR 46263,260,4276946
145332511,HR 8638,35843,4276986
145332512,HR 8638,36099,4277024
145332611,HR 8580,35075,4277062
145332X,HR 46046,50435,4276870
145333111,HR 8567,35331,4277100
145333121,HR 8567,35587,4277138
145333211,HR 8580,34307,4277176
145333221,HR 8580,34563,4277214
145333511,HR 8635,35331,4279333
145333611,HR 8774,36611,4279371
145333621,HR 8774,36867,4279409
145333811,HR 8534,35587,4279447
145333821,HR 8534,35843,4279485
145333831,HR 8534,36099,4279523
145333841,HR 8534,36355,4279561
145333911,HR 7979,38915,4279599
145334011,HR 8638,35075,4279637
145334021,HR 8638,35331,4279675
145334031,HR 8638,35587,4279713
145334032,HR 8638,35843,4279751
145334041,HR 8638,35843,4279789
145334411,HR 7979,37891,4279827
145334421,HR 7979,38147,4279865
145334511,HR 7946,36611,4279903
145334711,HR 8592,36611,4279941
145334911,HR 8638,37379,4279979
145335411,HR 8635,35587,4280017
145336011,HR 8580,34563,4280055
145336111,HR 8182,34307,4280093
145336311,HR 8638,36355,4280131
145336312,HR 8638,36611,4280169
145336411,HR 8577,37123,4280207
145337211,HR 8579,37379,4280245
145337221,HR 8579,37635,4280283
145337222,HR 8579,37891,4282398
145337821,HR 8638,38147,4282436
145345411,HR 8579,37635,4282474
145345421,HR 8579,37891,4282512
145345511,HR 8774,37123,4282550
145349811,HR 8195,38147,4282588
145349821,HR 8195,38403,4282626
145349871,HR 8195,39683,4282664
145354311,HR 46106,46595,4282702
145354331,HR 46106,47107,4282741
1455 B 74-801,HR 6667,17668,4282780
1455103,HR 46142,39683,4282861
1455874-801,HR 6667,64259,4282899
1455874801,HR 6667,52739,4282939
1455B74801,HR 6667,55299,4282822
145649811,HR 8195,38915,4282978
145649821,HR 8195,39171,4283016
145649871,HR 8195,40451,4283054
145707 G,HR 7190,42755,4283092
145707G,HR 7190,34563,4283130
145725 Z,HR 42019,59651,4283167
145725Z,HR 42019,51459,4283206
14591060,HR 2031/22,56579,4283244
1459910,HR 5662,10755,4283284
146 11063,HR 46188,63491,4283320
146 30483,HR 7506,50691,4283360
146 9912,HRT 507,27139,4284453
146 9912.,HRT 507,38915,4284490
146013,HR 46130,25603,4284528
14611063,HR 46188,55299,4284565
14630483,HR 7506,42499,4284604
1469912,HRT 507,18947,4284642
147192 N,HR 7194,45571,4284678
147192N,HR 7194,37379,4284716
147213 S,HR 7219,44803,4284753
14721317 S,HR 8197,7428,4284828
14721317S,HR 8197,64771,4284868
147213S,HR 7219,36611,4284791
147326 C,HR 8223,40963,4284907
147326 T,HR 8223,45315,4284945
147326C,HR 8223,32771,4284983
147326T,HR 8223,37123,4285020
148 87021,HR 7259,32771,4285057
148 87056,HR 8240,32515,4285095
148 87057,HR 8329,34819,4285133
148 87059,HR 8332,33795,4285171
1482-039,HR 2287 T11,30724,4285209
1482-049,HR 42081,52995,4285251
1482-052,HR 42034,50947,4285290
1482008,HR 42087,41731,4285329
148200800,HR 42087,772,4285367
148200801,HR 42087,1028,4285407
1482024,HR 42000,37379,4288549
148202401,HR 42000,62211,4288587
1482035,HR 42040,38915,4288627
148203500,HR 42040,63491,4288665
148203501,HR 42040,63747,4288705
1482039,HR 2287 T11,19204,4288745
148203900,HR 2287 T11,43780,4288786
148203901,HR 2287 T11,44036,4288829
1482046,HR 42061,40195,4288872
148204600,HR 42061,64771,4288910
148204601,HR 42061,65027,4288950
1482049,HR 42081,41475,4288990
148204900,HR 42081,516,4289028
148204901,HR 42081,772,4289068
148204902,HR 42081,1028,4289108
148204903,HR 42081,1284,4289148
148204910,HR 42081,772,4289188
148204920,HR 42081,1028,4289228
1482052,HR 42034,39427,4289268
148205201,HR 42034,64259,4289306
148205210,HR 42034,64259,4289346
148205220,HR 42034,64515,4289386
1482058,HR 42112,40195,4289426
148205800,HR 42112,64771,4289464
148205801,HR 42112,65027,4289504
148205802,HR 42112,65283,4291621
148205803,HR 42112,4,4291661
1482061,HR 42061,39427,4291701
148206101,HR 42061,64259,4291739
14887021,HR 7259,24579,4291779
14887056,HR 8240,24323,4291816
14887057,HR 8329,26627,4291853
14887059,HR 8332,25603,4291890
148928 G,HR 7194,45827,4291927
148928G,HR 7194,37635,4291965
149.134,HR 7129,8451,4292002
1490502,HR 46115,40195,4292038
149134,HR 7129,62210,4292076
14F130760,HR 46126,5636,4162597
14F130760S,HR 46126,26884,4162637
15 7789 1002,HR 46149,34564,4294932
15 7821 9001,HR 46149,33028,4294975
15 E 000-0021,HR 42103,39940,4292111
15 E 000-0049,HR 7869,35332,4292155
15 E 000-0322,HR 46246,44036,4292198
15 E 000-0356,HR 46246,45828,4292242
15 E 000-0370,HR 7658,33540,4292286
15 E 000-0378,HR 46088,47876,4292329
15 E 000-0410,HR 46246,43524,4292373
15 E 014-0391,HR 46189,48388,4292505
15 E 01J-0391,HR 46189,54020,4292417
15 E 01M-0391,HR 46189,54788,4292461
15 E 024-0419,HR 46246,47364,4294714
15 E 024-0476,HR 46161,47108,4294758
15 E 025-0414,HR 46246,46340,4294802
15 E 02J-0419,HR 46246,52996,4292549
15 T 403005,HR 42098,25604,4294846
15 T 403005 A,HR 42098,50436,4294888
15-014-0391,HR 46189,25860,4295018
15-024-0419,HR 46246,24836,4295060
15-6779-9,HR 2130,34307,4295102
15-679-9,HR 2130,20227,4295140
15-6865-5,HR 2130,32259,4295177
15-7025-0,HR 2080/10,516,4295215
15-7071-4,HR 2080/00,1540,4295256
15-7748-4,HR 8095,36355,4295297
15-7821-9,HR 46149,2564,4295335
15-7821-9-001,HR 46149,51204,4295375
15-7839-1,HR 8095,35843,4295419
150 F 6 D,HR 7519,30211,4297204
1500,HR 7457,34562,4297277
1501-0256-004,HR 8423,35332,4297310
15010256004,HR 8423,12292,4297353
150140391,HR 46189,2820,4297394
150240419,HR 46246,1796,4297434
150328,HR 6057,61186,4297474
150F6D,HR 7519,5635,4297242
15128,HR 8682,49922,4297509
15128-12B,HR 8551,36867,4297543
15128-12C,HR 8551,37123,4297581
15128-12D,HR 8551,37379,4297619
15128-16D,HR 8682,39683,4297657
15128-16E,HR 8682,39939,4297695
15128110,HR 8551,20483,4299813
1512812 A,HR 8551,33283,4299850
1512812 B,HR 8551,33539,4299888
1512812 C,HR 8551,33795,4299926
1512812 D,HR 8551,34051,4299964
1512812A,HR 8551,25091,4300002
1512812B,HR 8551,25347,4300039
1512812C,HR 8551,25603,4300076
1512812D,HR 8551,25859,4300113
15128140,HR 8201,19203,4300150
1512816,HR 8682,10755,4300187
1512816 D,HR 8682,36355,4300223
1512816 E,HR 8682,36611,4300261
1512816D,HR 8682,28163,4300299
1512816E,HR 8682,28419,4300336
15131-06G,HR 7333,36611,4300373
1513106 G,HR 7333,33283,4300411
1513106G,HR 7333,25091,4300449
151460-05,HR 7381,52483,4300486
151460-11,HR 8001,49155,4300525
15146005,HR 7381,40963,4300564
15146011,HR 8001,37635,4300602
15166-72C,HR 7371,38915,4300640
15166-72D,HR 7371,39171,4300678
1516672 D,HR 7371,35843,4300716
1516672C,HR 7371,27395,4300754
151816 E,HR 8682,23811,4302905
151816E,HR 8682,15619,4302942
15188-05G,HR 8456,41219,4302978
15188-06B,HR 7332,38147,4303016
15188-06C,HR 7332,38403,4303054
15188-10A,HR 8673,38915,4303092
15188-10C,HR 8673,39427,4303130
15188-12B,HR 8456,39427,4303168
15188-12C,HR 8456,39683,4303206
1518805 G,HR 8456,37891,4303244
15188050,HR 8456,23811,4303319
1518805G,HR 8456,29699,4303282
1518806 B,HR 7332,34819,4303356
1518806 C,HR 7332,35075,4303394
1518806B,HR 7332,26627,4303432
1518806C,HR 7332,26883,4303469
1518810 A,HR 8673,35587,4303506
1518810 C,HR 8673,36099,4303544
15188100,HR 8673,23043,4303656
1518810A,HR 8673,27395,4303582
1518810C,HR 8673,27907,4303619
1518812 A,HR 8456,35843,4303693
1518812 B,HR 8456,36099,4303731
1518812 C,HR 8456,36355,4303769
1518812A,HR 8456,27651,4303807
1518812B,HR 8456,27907,4303844
1518812C,HR 8456,28163,4304933
152355,HR 7687,64258,4304970
1525223,HR 2063/00,43011,4305005
15252283,HR 3583,22787,4305044
1525229,HR 3529,9987,4305081
1525235,HR 2063/00,43779,4305117
1525242,HR 2080/00,43011,4305156
1525244,HR 2080/00,43523,4305195
1525254,HR 5525,8963,4305234
152542,HR 2080/00,30211,4305270
152591,HR 7464,62978,4305308
15294870,HR 7876,27139,4305343
15298-85A,HR 7334,40707,4305380
1529885 A,HR 7334,37379,4305418
1529885A,HR 7334,29187,4305456
15302810,HR 6421,19203,4305493
1530946 O,HR 7331,37635,4305530
15309460,HR 7331,21507,4305605
1530946O,HR 7331,29443,4305568
153144.60,HR 8317,33539,4305642
153144.80,HR 8317,34051,4305680
15314460,HR 8317,21763,4305718
1531447 A,HR 8201,32515,4305755
1531447A,HR 8201,24323,4305793
15314480,HR 8317,22275,4305830
153180403,HR 6163,33539,4305867
1532873A,HR 8316,27139,4308020
1534892,HR 7535,11779,4308057
15361-18A,HR 8680,38659,4308093
15361-19A,HR 8675,39939,4308131
1536118 A,HR 8680,35331,4308169
1536118A,HR 8680,27139,4308207
1536119 A,HR 8675,36611,4308244
1536119A,HR 8675,28419,4308282
15367220,HR 6337,22275,4308319
15383-30B,HR 6707,37891,4308356
1538330 A,HR 6707,34307,4308394
1538330 B,HR 6707,34563,4308432
1538330A,HR 6707,26115,4308470
1538330B,HR 6707,26371,4308507
15393-01A,HR 8201,35075,4308544
15393000,HR 8317,20995,4308582
1539301 A,HR 8201,31747,4308619
1539301A,HR 8201,23555,4308657
1539302 A,HR 8316,33795,4308694
1539302A,HR 8316,25603,4308732
154 016 A,HR 6191,27907,4311116
154 016 B,HR 6191,28163,4311154
154 017 A,HR 6654,29187,4311192
154 019 A,HR 6191,28675,4311230
154 019 C,HR 6191,29187,4311268
154 023 A,HR 6191,27395,4311306
154 025 A,HR 7472,28675,4311344
154 026 A,HR 6191,28163,4311382
154 027 A,HR 7602,27907,4311420
154 030 A,HR 6191,26883,4311458
154 033 A,HR 6379,29699,4311496
154 034 A,HR 6191,27907,4311534
154 040,HR 6379,4355,4311572
154 040 A,HR 6379,29187,4311608
154 040 B,HR 6380,27395,4311646
154 041 A,HR 6191,27395,4311684
154 046 A,HR 6379,30723,4311722
154 048 A,HR 6379,31235,4311760
154 050 A,HR 7677,29955,4311798
154 051 A,HR 6379,29699,4311836
154 056 A,HR 46070,41219,4311874
154 063 A,HR 6523,28163,4311913
154 063 B,HR 6523,28419,4311951
154 064 C,HR 8422,28931,4311989
154 064 D,HR 8422,29187,4312027
154 064 F,HR 7671,30979,4313118
154 064 G,HR 8496,32771,4313156
154 064 J,HR 7902,31235,4313194
154 064 M,HR 8137,32259,4313232
154 064 P,HR 7897,36099,4313270
154 064 U,HR 7791,35587,4313308
154 064 V,HR 7788,37379,4313346
154 065 A,HR 7487,31235,4313384
154 067 B,HR 2287 T11,39172,4313422
154 067 C,HR 42002,59651,4313465
154 067 D,HR 42002,59907,4313505
154 068 A,HR 7668,32259,4313545
154 072 A,HR 6693,30211,4313583
154 072 B,HR 6693,30467,4313621
154 074 A,HR 7487,31235,4313659
154 074 B,HR 7499,32259,4313697
154 074 C,HR 7487,31747,4313735
154 074 E,HR 7499,33027,4313773
154 074 F,HR 7499,33283,4313811
154 074 K,HR 7467,33283,4313849
154 074 N,HR 7486,34307,4313887
154 074 Q,HR 7486,35075,4313925
154 074 R,HR 7467,35075,4313963
154 074 S,HR 7467,35331,4314001
154 074 T,HR 7893,36355,4314039
154 074 V,HR 7467,36099,4314077
154 074 W,HR 7467,36355,4316197
154 082 R,HR 7467,34819,4316235
154 090 A,HR 42071,59651,4316273
154 090 E,HR 2287 T26,40452,4316313
154 091 A,HR 42109,60419,4316356
154 094 B,HR 7666,31747,4316396
154 103 D,HR 8759,30979,4316434
154 103 F,HR 8759,31491,4316472
154 106 B,HR 7691,29699,4316510
154 106 C,HR 7896,31747,4316548
154 106 D,HR 8755,30723,4316586
154 106 E,HR 8479,31747,4316624
154 106 F,HR 7903,29699,4316662
154 108 B,HR 7242,28163,4316700
154 117 A,HR 7472,29187,4316738
154 122 D,HR 7498,30979,4316776
154 122 E,HR 7498,31235,4316814
154 122 F,HR 7602,28163,4316852
154 122 G,HR 7602,28419,4316890
154 122 J,HR 7734,30723,4316928
154 122 K,HR 7895,33027,4316966
154 122 L,HR 8472,31235,4317004
154 122 P,HR 7904,32003,4317042
154 122 Q,HR 7904,32259,4317080
154 122 S,HR 7899,55811,4317118
154 123 A,HR 7472,28419,4317157
154 124 B,HR 7472,28931,4320293
154 125 A,HR 7472,28931,4320331
154 125 B,HR 7472,29187,4320369
154 125 C,HR 7668,31235,4320407
154 125 D,HR 7991,31235,4320445
154 126 A,HR 7602,27907,4320483
154 132 A,HR 7472,28419,4320521
154 132 B,HR 7472,28675,4320559
154 132 C,HR 7472,28931,4320597
154 132 H,HR 7472,30211,4320635
154 133 A,HR 42019,59651,4320673
154 135 A,HR 6336,28675,4320713
154 138 F,HR 7738,32515,4320751
154 138 K,HR 7462,32259,4320789
154 138 L,HR 7462,32515,4320827
154 138 N,HR 7607,33283,4320865
154 138 P,HR 7474,34307,4320903
154 138 Q,HR 7810,33027,4320941
154 138 T,HR 7474,35331,4320979
154 138 U,HR 8205,33795,4321017
154 138 W,HR 7731,35075,4321055
154 144 A,HR 7990,30467,4321093
154 146 A,HR 8500,27907,4321131
154 146 B,HR 7467,30979,4321169
154 149 A,HR 8399,32771,4321207
154 152 A,HR 7472,28931,4321245
154 156 A,HR 7665,50691,4323365
154 158 A,HR 42019,61443,4323404
154 158 E,HR 42019,62467,4323444
154 158 G,HR 42019,62979,4323484
154 160 D,HR 8300,27139,4323524
154 162 A,HR 7721,28419,4323562
154 162 B,HR 7751,29443,4323600
154 162 C,HR 8745,30723,4323638
154 162 D,HR 7751,29955,4323676
154 162 F,HR 7993,32515,4323714
154 164 A,HR 7620,28419,4323752
154 164 C,HR 7452,29699,4323790
154 164 E,HR 7608,30979,4323828
154 164 F,HR 7418,30979,4323866
154 165 A,HR 7483,30467,4323904
154 165 C,HR 7483,30979,4323942
154 165 D,HR 7984,32771,4323980
154 165 O,HR 7444,33283,4324018
154 166 A,HR 7665,50947,4324056
154 166 B,HR 7673,50947,4324095
154 167 D,HR 42002,60163,4324134
154 168 C,HR 7997,34307,4324174
154 168 D,HR 7755,32515,4324212
154 168 G,HR 7908,33283,4324250
154 169 C,HR 7486,32771,4324288
154 173 D,HR 42094,62211,4326437
154 174 D,HR 7182,30211,4326477
154 174 E,HR 7192,30723,4326515
154 177 A,HR 8135,29955,4326553
154 177 B,HR 7485,32003,4326591
154 177 C,HR 8524,30979,4326629
154 177 E,HR 7749,33539,4326667
154 177 F,HR 8495,33539,4326705
154 177 G,HR 7484,33027,4326743
154 177 J,HR 7484,33795,4326781
154 177 M,HR 7945,35075,4326819
154 177 N,HR 7437,34307,4326857
154 177 P,HR 8132,33027,4326895
154 177 Q,HR 7850,34819,4326933
154 177 S,HR 7666,36611,4326971
154 177 T,HR 7473,35843,4327009
154 177 W,HR 8113,34563,4327047
154 177 X,HR 8454,36867,4327085
154 179 B,HR 7990,32771,4327123
154 179 C,HR 8399,34051,4327161
154 179 M,HR 8251,33283,4327199
154 179 P,HR 7833,35331,4327237
154 179 Z,HR 7645,38147,4327275
154 182 H,HR 7462,31235,4327313
154 182 J,HR 7486,33283,4327351
154 182 L,HR 7486,33795,4327389
154 182 R,HR 7894,36099,4328485
154 182 S,HR 7894,36355,4328523
154 183 E,HR 7498,33027,4328561
154 183 F,HR 7602,29955,4328599
154 183 L,HR 8472,33027,4328637
154 183 W,HR 8613,35075,4328675
154 185 A,HR 46144,62211,4328713
154 189 C,HR 7457,32771,4328753
154 189 E,HR 7457,33283,4328791
154 189 G,HR 8349,34051,4328829
154 189 H,HR 8096,34051,4328867
154 189 K,HR 7457,34819,4328905
154 189 N,HR 8422,33795,4328943
154 194 B,HR 7666,32003,4328981
154 194 D,HR 7906,31747,4329019
154 194 Y,HR 7652,36611,4329057
154 195 A,HR 7673,51203,4329095
154 195 E,HR 46141,62723,4329134
154 195 M,HR 7673,54275,4329174
154 195 Q,HR 46141,260,4329213
154 197 A,HR 7673,51715,4329253
154 197 B,HR 7673,51971,4329292
154 198 A,HR 7537,32003,4329331
154 198 B,HR 7554,32003,4329369
154 199 D,HR 7484,33283,4329407
154 201 L,HR 8759,32771,4329445
154 207 A,HR 7910,28419,4331557
154 207 B,HR 7606,29187,4331595
154 207 D,HR 7997,33027,4331633
154 207 E,HR 7908,31235,4331671
154 207 F,HR 7908,31491,4331709
154 207 K,HR 7673,52227,4331747
154 207 N,HR 7606,32259,4331786
154 207 R,HR 8143,32515,4331824
154 207 S,HR 8142,32515,4331862
154 207 V,HR 7908,35587,4331900
154 210 A,HR 46144,59395,4331938
154 211 A,HR 8071,26883,4331978
154 212 A,HR 46147,60675,4332016
154 217 A,HR 46210,39939,4332056
154 218 A,HR 46147,62211,4332095
154 218 B,HR 46147,62467,4332135
154 218 C,HR 46127,62211,4332175
154 224 A,HR 46147,61443,4332215
154 225 A,HR 46210,39683,4332255
154 229 F,HR 7969,34307,4332294
154 229 G,HR 7985,34051,4332332
154 229 H,HR 7994,34307,4332370
154 238 A,HR 8759,32515,4332408
154 238 B,HR 80020,40195,4332446
154 238 E,HR 8759,33539,4332485
154 243 A,HR 46165,61699,4333605
154 245 A,HR 46162,61443,4333645
154 277 A,HR 7703,30211,4333685
154 277 B,HR 7432,30211,4333723
154 277 C,HR 7806,31747,4333761
154 277 F,HR 8277,33283,4333799
154 277 M,HR 7945,35331,4333837
154 277 R,HR 7473,35587,4333875
154 277 T,HR 7484,36611,4333913
154 277 V,HR 8536,36867,4333951
154 279 C,HR 7960,32515,4333989
154 279 F,HR 80085,45315,4334027
154 279 S,HR 80085,48643,4334066
154 299 F,HR 7969,36099,4334105
154 306 A,HR 7537,29699,4334143
154 308 A,HR 7896,32259,4334181
154 309 A,HR 7932,30211,4334219
154 311 B,HR 7664,48899,4334257
154 374 A,HR 7985,32771,4334296
154 374 B,HR 7995,33283,4334334
154 375 A,HR 8277,31747,4334372
154 375 B,HR 8524,30723,4334410
154 375 C,HR 8390,31235,4334448
154 375 D,HR 8277,32515,4334486
154 375 F,HR 7906,32515,4334524
154 375 H,HR 8163,32003,4334562
154 375 J,HR 8171,32259,4336677
154 378 A,HR 7443,30979,4336715
154 380 A,HR 8455,30211,4336753
