oem,hr,fk,offset
0940003700,HR 1811,44035,1057081
0940004005,HR 2279 T5SR,517,1057120
0940100100,HR 2279 T6SR,64516,1057164
0940100209,HR 5611,45059,1057208
0940100506,HR 1868,47619,1057247
0940100605,HR 6102,44035,1057286
0940100621,HR 6102,43523,1057325
0940100803,HR 5649,47875,1057364
0940100902,HR 5612,45315,1057403
0940101009,HR 5650,45571,1057442
0940101207,HR 1811,44291,1057481
0940101306,HR 5612,45059,1057520
0940101405,HR 7038,46083,1057559
0940101603,HR 5650,45571,1057598
0940101702,HR 6031,44035,1057637
0940101819,HR 6031,46339,1057676
0940101900,HR 18001,56323,1057715
0940102007,HR 7004,44035,1057755
0940102106,HR 7004,44035,1058847
0940102205,HR 6035,44803,1058886
0940102304,HR 6035,44803,1058925
0940102403,HR 7004,44035,1058964
0940102502,HR 6125,44803,1059003
0940102601,HR 7097,47107,1059042
0940102700,HR 6124,44547,1059081
0940102702,HR 6124,45059,1059120
0940102809,HR 7713,48387,1059159
0940102908,HR 7110,46083,1059198
0940103005,HR 6035,44547,1059237
0940103104,HR 18001,55811,1059276
0940103203,HR 7712,45315,1059316
0940103609,HR 6195,48899,1059355
0940103708,HR 7529,49411,1059394
0940103807,HR 7133,47107,1059433
0940104003,HR 7502,44291,1059472
0940104102,HR 7528,46339,1059511
0940104201,HR 7529,46595,1059550
0940104607,HR 6220,45827,1059589
0940104615,HR 6220,45571,1059628
0940104623,HR 6220,45315,1059667
0940104706,HR 6231,46339,1059706
0940104714,HR 6231,46083,1059745
0940104722,HR 6231,45827,1059784
0940104813,HR 7153,47107,1062963
0940104904,HR 6220,45827,1063002
0940105208,HR 6124,46083,1063041
0940105307,HR 18003,58115,1063080
0940105406,HR 7157,47875,1063120
0940105521,HR 6249,47619,1063159
0940105547,HR 6249,49667,1063198
0940105554,HR 6249,49155,1063237
0940105711,HR 7543,47363,1063276
0940105729,HR 7543,49667,1063315
0940105802,HR 6238,47619,1063354
0940105810,HR 6238,47363,1063393
0940105901,HR 6246,47363,1063432
0940106008,HR 7177,48131,1063471
0940106107,HR 6246,47107,1063510
0940106206,HR 7186,48131,1063549
0940106214,HR 7186,47875,1063588
0940106222,HR 7186,47619,1063627
0940106305,HR 7590,47875,1063666
0940106404,HR 6286,48131,1063705
0940106412,HR 6286,47875,1063744
0940106503,HR 7590,47875,1063783
0940106800,HR 6299,49155,1063822
0940106818,HR 6299,51459,1063861
0940106909,HR 7205,48643,1063900
0940107006,HR 7543,47107,1067045
0940107014,HR 7543,46851,1067084
0940107022,HR 7543,46595,1067123
0940107105,HR 6368,48131,1067162
0940107204,HR 7213,45571,1067201
0940107212,HR 7213,45315,1067240
0940107303,HR 6370,46339,1067279
0940107410,HR 6368,47875,1067318
0940107428,HR 6368,50179,1067357
0940107501,HR 6370,46339,1067396
0940107519,HR 6370,48643,1067435
0940107527,HR 6370,48387,1067474
0940107535,HR 6370,48131,1067513
0940107709,HR 7241,48387,1067552
0940107717,HR 7241,48131,1067591
0940107725,HR 7241,47875,1067630
0940107808,HR 7346,49923,1067669
0940107809,HR 7346,50179,1067708
0940107907,HR 7186,50435,1067747
0940108103,HR 7339,47619,1067786
0940108202,HR 8222,45571,1067825
0940108301,HR 7399,49155,1067864
0940108400,HR 8046,46595,1067903
0940108509,HR 8021,47363,1067942
0940108608,HR 7543,49411,1067981
0940109002,HR 8415,46339,1069112
0940109101,HR 8408,46851,1069151
0940109200,HR 8404,45827,1069190
0940109408,HR 8411,47875,1069229
0940201106,HR 18037,58371,1069268
095-00907/0.4,HR 1843/87,58372,1069308
095-04134-01,HR 6642,4356,1069353
095-04134-19,HR 6642,6660,1069394
095-4134-15,HR 6642,58883,1069435
095-4134-21,HR 6645,58883,1069475
0950090704,HR 1843/87,23044,1069515
096.011203,HR 7078,46083,1069557
096.201008,HR 2269 T10S,56580,1069596
1 AV 059,HR 7368,46339,1069640
1 AV 4 L 40 A 00101,HR 7619,24581,1069678
1 H 08 A 1,HR 2080/10,5892,1069726
1-001-060,HR 9214,27651,1072366
1-4143 SP,HR 2279 T18,54532,1072404
1-421-632-12,HR 9556,4100,1072447
1-421-652-11,HR 9556,4356,1072488
1-421-652-31,HR 9556,4868,1072529
1-421-733-11,HR 9556,4356,1072570
1-421-733-22,HR 9556,4868,1072611
1-421-733-31,HR 9556,4868,1072652
1-423-279-11,HR 46106,16388,1072693
1-428-039-01,HR 2287 T11,13061,1072735
1-429-218-11,HR 9551,4612,1072781
1-429-219-11,HR 9552,5124,1072822
1-429-219-21,HR 9554,5892,1072863
1-433-495-11,HR 9106,4100,1072904
1-436-363-11,HR 7403,2820,1072945
1-439-118-11,HR 46106,16132,1072986
1-439-142-21,HR 7416,3588,1073028
1-439-171-00,HR 46106,15364,1073069
1-439-171-11,HR 46106,15876,1073111
1-439-235-00,HR 6406,3076,1074206
1-439-235-11,HR 6406,3588,1074247
1-439-235-12,HR 6406,3844,1074288
1-439-235-21,HR 6406,3844,1074329
1-439-235-22,HR 6406,4100,1074370
1-439-235-31,HR 6406,4100,1074411
1-439-237-00,HR 6406,3588,1074452
1-439-243-00,HR 6410,1540,1074493
1-439-243-11,HR 6410,2052,1074534
1-439-243-12,HR 6410,2308,1074575
1-439-243-21,HR 6411,2564,1074616
1-439-243-31,HR 6411,2820,1074657
1-439-243-32,HR 6411,3076,1074698
1-439-243-41,HR 6411,3076,1074739
1-439-244-00,HR 6409,3844,1074780
1-439-244-11,HR 6409,4356,1074821
1-439-244-12,HR 6409,4612,1074862
1-439-244-13,HR 6409,4868,1074903
1-439-244-21,HR 6409,4612,1074944
1-439-244-31,HR 6409,4868,1074985
1-439-248-21,HR 8569,7940,1075026
1-439-248-22,HR 8569,8196,1075067
1-439-250-00,HR 7410,1284,1075108
1-439-250-11,HR 7410,1796,1075149
1-439-250-13,HR 7410,2308,1077308
1-439-250-21,HR 7410,2052,1077349
1-439-250-22,HR 7410,2308,1077390
1-439-252-00,HR 7409,3844,1077431
1-439-252-11,HR 7409,4356,1077472
1-439-254-00,HR 7409,4356,1077513
1-439-254-11,HR 7409,4868,1077554
1-439-254-12,HR 7409,5124,1077595
1-439-254-13,HR 7409,5380,1077636
1-439-254-21,HR 7409,5124,1077677
1-439-256-00,HR 6404,3332,1077718
1-439-256-11,HR 6404,3844,1077759
1-439-256-21,HR 6404,4100,1077800
1-439-256-22,HR 6404,4356,1077841
1-439-273-00,HR 6416,3844,1077882
1-439-273-11,HR 6416,4356,1077923
1-439-273-12,HR 6416,4612,1077964
1-439-276-00,HR 6414,4100,1078005
1-439-276-11,HR 6414,4612,1078046
1-439-276-12,HR 6414,4868,1078087
1-439-276-21,HR 6414,4868,1078128
1-439-280-00,HR 6407,3332,1078169
1-439-280-11,HR 6407,3844,1078210
1-439-280-13,HR 6407,4356,1080369
1-439-280-21,HR 6407,4100,1080410
1-439-280-22,HR 6407,4356,1080451
1-439-280-31,HR 6407,4356,1080492
1-439-286-00,HR 6412,3844,1080533
1-439-286-11,HR 6412,4356,1080574
1-439-286-12,HR 6412,4612,1080615
1-439-286-13,HR 6412,4868,1080656
1-439-286-21,HR 6412,4612,1080697
1-439-288-00,HR 6405,4868,1080738
1-439-288-11,HR 6405,5380,1080779
1-439-288-12,HR 6405,5636,1080820
1-439-288-21,HR 6405,5636,1080861
1-439-288-32,HR 6405,6148,1080902
1-439-289-00,HR 6413,4868,1080943
1-439-289-11,HR 6413,5380,1080984
1-439-289-12,HR 6413,5636,1081025
1-439-289-21,HR 6413,5636,1081066
1-439-289-22,HR 6413,5892,1081107
1-439-289-31,HR 6413,5892,1081148
1-439-294-00,HR 7404,4100,1081189
1-439-294-11,HR 7404,4612,1081230
1-439-294-21,HR 7405,5124,1081271
1-439-299-00,HR 7405,5636,1081312
1-439-299-11,HR 7405,6148,1083429
1-439-303-00,HR 6408,2564,1083470
1-439-303-11,HR 6408,3076,1083511
1-439-303-12,HR 6408,3332,1083552
1-439-303-31,HR 6408,3588,1083593
1-439-303-32,HR 6408,3844,1083634
1-439-303-41,HR 6408,3844,1083675
1-439-311-00,HR 7407,2308,1083716
1-439-311-11,HR 7407,2820,1083757
1-439-311-12,HR 7407,3076,1083798
1-439-311-13,HR 7407,3332,1083839
1-439-311-21,HR 7406,2820,1083880
1-439-311-22,HR 7406,3076,1083921
1-439-311-23,HR 7406,3332,1083962
1-439-311-31,HR 7407,3332,1084003
1-439-311-32,HR 7407,3588,1084044
1-439-313-11,HR 7407,3332,1084085
1-439-331-00,HR 7400,1028,1084126
1-439-331-11,HR 7400,1540,1084167
1-439-331-12,HR 7400,1796,1084208
1-439-331-21,HR 7400,1796,1084249
1-439-331-22,HR 7400,2052,1084290
1-439-331-31,HR 7400,2052,1084331
1-439-331-32,HR 7400,2308,1084372
1-439-331-52,HR 7401,3076,1086531
1-439-332-00,HR 6400,1028,1086572
1-439-332-11,HR 6400,1540,1086613
1-439-332-21,HR 6400,1796,1086654
1-439-332-31,HR 6401,2308,1086695
1-439-332-32,HR 6403,3076,1086736
1-439-332-41,HR 6402,2820,1086777
1-439-332-42,HR 6403,3332,1086818
1-439-332-49,HR 6403,5124,1086859
1-439-332-52,HR 6403,3588,1086900
1-439-333-00,HR 7408,3588,1086941
1-439-333-11,HR 7408,4100,1086982
1-439-333-12,HR 7408,4356,1087023
1-439-333-13,HR 7408,4612,1087064
1-439-333-14,HR 7408,4868,1087105
1-439-333-21,HR 7408,4356,1087146
1-439-333-22,HR 7408,4612,1087187
1-439-334-00,HR 7412,2564,1087228
1-439-334-11,HR 7412,3076,1087269
1-439-334-12,HR 7412,3332,1087310
1-439-334-13,HR 7412,3588,1087351
1-439-334-21,HR 7412,3332,1087392
1-439-339-00,HR 6677,6916,1087433
1-439-339-12,HR 6677,7684,1089592
1-439-339-13,HR 6677,7940,1089633
1-439-339-14,HR 6677,8196,1089674
1-439-351-00,HR 7414,2820,1089715
1-439-351-11,HR 7414,3332,1089756
1-439-351-12,HR 7415,3844,1089797
1-439-351-13,HR 7414,3844,1089838
1-439-351-21,HR 7414,3588,1089879
1-439-351-22,HR 7415,4100,1089920
1-439-357-00,HR 7413,4100,1089961
1-439-357-11,HR 7413,4612,1090002
1-439-357-12,HR 7413,4868,1090043
1-439-363-00,HR 7403,3076,1090084
1-439-363-05,HR 7403,4356,1090125
1-439-363-11,HR 7403,3588,1090166
1-439-363-12,HR 7403,3844,1090207
1-439-363-13,HR 7403,4100,1090248
1-439-363-21,HR 7403,3844,1090289
1-439-363-31,HR 7403,4100,1090330
1-439-363-32,HR 7403,4356,1090371
1-439-372-00,HR 6415,3588,1090412
1-439-372-05,HR 6415,4868,1090453
1-439-372-11,HR 6415,4100,1090494
1-439-372-12,HR 6415,4356,1091621
1-439-372-13,HR 6415,4612,1091662
1-439-372-21,HR 6415,4356,1091703
1-439-372-22,HR 6415,4612,1091744
1-439-372-32,HR 6415,4868,1091785
1-439-387-11,HR 7402,4868,1091826
1-439-387-13,HR 7402,5380,1091867
1-439-387-21,HR 7402,5124,1091908
1-439-416-11,HR 7244,4100,1091949
1-439-416-12,HR 7244,4356,1091990
1-439-416-21,HR 7244,4356,1092031
1-439-416-22,HR 7244,4612,1092072
1-439-416-23,HR 7244,4868,1092113
1-439-416-26,HR 7244,5636,1092154
1-439-416-31,HR 7244,4612,1092195
1-439-416-41,HR 7244,4868,1092236
1-439-416-51,HR 7243,4868,1092277
1-439-416-52,HR 7243,5124,1092318
1-439-416-61,HR 7244,5380,1092359
1-439-416-71,HR 7244,5636,1092400
1-439-421-00,HR 7416,2820,1092441
1-439-421-11,HR 7416,3332,1092482
1-439-421-12,HR 7416,3588,1092523
1-439-421-21,HR 7416,3588,1092564
1-439-421-51,HR 7416,4356,1094723
1-439-421-61,HR 7416,4612,1094764
1-439-423-11,HR 7245,3844,1094805
1-439-423-12,HR 7245,4100,1094846
1-439-423-21,HR 7245,4100,1094887
1-439-423-22,HR 7245,4356,1094928
1-439-423-31,HR 7245,4356,1094969
1-439-423-32,HR 7245,4612,1095010
1-439-423-33,HR 7245,4868,1095051
1-439-423-41,HR 7245,4612,1095092
1-439-423-51,HR 7337,5380,1095133
1-439-423-61,HR 7337,5636,1095174
1-439-423-62,HR 7337,5892,1095215
1-439-424-11,HR 7416,4100,1095256
1-439-424-21,HR 7416,4356,1095297
1-439-424-31,HR 7416,4612,1095338
1-439-426-11,HR 7245,4612,1095379
1-439-426-21,HR 7245,4868,1095420
1-439-430-11,HR 7411,2052,1095461
1-439-430-21,HR 7411,2308,1095502
1-439-432-00,HR 7411,2052,1095543
1-439-432-11,HR 7411,2564,1095584
1-439-432-21,HR 7411,2820,1095625
1-439-482-00,HR 8518,5636,1097784
1-439-482-11,HR 8518,6148,1097825
1-439-482-12,HR 8518,6404,1097866
1-439-483-11,HR 8518,6404,1097907
1-439-493-00,HR 7243,4612,1097948
1-439-493-11,HR 7243,5124,1097989
1-439-493-12,HR 7243,5380,1098030
1-439-498-00,HR 8195,7684,1098071
1-439-498-11,HR 8195,8196,1098112
1-439-498-12,HR 8195,8452,1098153
1-439-498-21,HR 8195,8452,1098194
1-439-498-22,HR 8195,8708,1098235
1-439-498-31,HR 8195,8708,1098276
1-439-498-41,HR 8195,8964,1098317
1-439-498-51,HR 8195,9220,1098358
1-439-498-57,HR 8195,10756,1098399
1-439-498-71,HR 8195,9732,1098440
1-439-498-72,HR 8195,9988,1098481
1-439-502-00,HR 8215,2308,1098522
1-439-502-11,HR 8215,2820,1098563
1-439-502-31,HR 8215,3332,1098604
1-439-530-00,HR 7777,5636,1098645
1-439-530-11,HR 7777,6148,1098686
1-439-530-13,HR 7777,6660,1101861
1-439-530-21,HR 7777,6404,1101902
1-439-530-51,HR 7777,7172,1101943
1-439-543-11,HR 46106,16644,1101984
1-439-543-13,HR 46106,17156,1102026
1-439-543-21,HR 46106,16900,1102068
1-439-543-31,HR 46106,17156,1102110
1-439-543-41,HR 46106,17412,1102152
1-439-543-51,HR 46106,17668,1102194
1-439-793-11,HR 7243,5892,1102236
1-449-275-12,HR 9559,8196,1102277
1-449-275-21,HR 9559,8196,1102318
1-449-275-22,HR 9559,8452,1102359
1-450-038-11,HR 9807,4100,1102400
1-450-217-11,HR 9560,2820,1102441
1-450-217-21,HR 9560,3076,1102482
1-450-217-22,HR 9560,3332,1102523
1-453-118-11,HR 46106,15108,1102564
1-453-123-11,HR 46106,14084,1102606
1-453-123-12,HR 46106,14340,1102648
1-453-134-11,HR 46106,14596,1102690
1-453-134-12,HR 46106,14852,1102732
1-453-142-11,HR 7416,2308,1102774
1-453-142-21,HR 7416,2564,1102815
1-453-146-11,HR 8195,4612,1104933
1-453-146-12,HR 8195,4868,1104974
1-453-146-13,HR 8195,5124,1105015
1-453-146-21,HR 8195,4868,1105056
1-453-146-22,HR 8195,5124,1105097
1-453-153-11,HR 46106,14852,1105138
1-453-153-12,HR 46106,15108,1105180
1-453-170-11,HR 46106,14596,1105222
1-453-171-11,HR 46106,14852,1105264
1-453-171-21,HR 46106,15108,1105306
1-453-173-00,HR 7243,2308,1105348
1-453-173-11,HR 7243,2820,1105389
1-453-179-11,HR 7337,5380,1105430
1-453-179-12,HR 7337,5636,1105471
1-453-186-11,HR 7973,6404,1105512
1-453-188-11,HR 7391,5380,1105553
1-453-188-21,HR 7391,5636,1105594
1-453-189-11,HR 8293,6148,1105635
1-453-189-12,HR 8293,6404,1105676
1-453-191-11,HR 8172,3332,1105717
1-453-199-11,HR 7762,6404,1105758
1-453-200-11,HR 7762,2052,1105799
1-453-207-00,HR 8193,3076,1105840
1-453-207-11,HR 8193,3588,1105881
1-453-208-11,HR 8394,4612,1106975
1-453-209-11,HR 8254,3588,1107016
1-453-210-00,HR 8209,1028,1107057
1-453-210-11,HR 8209,1540,1107098
1-453-211-00,HR 8208,1028,1107139
1-453-211-10,HR 8208,1284,1107180
1-453-211-11,HR 8208,1540,1107221
1-453-212-11,HR 7777,4356,1107262
1-453-216-11,HR 8254,3076,1107303
1-453-217-11,HR 8256,3844,1107344
1-453-219-11,HR 8578,6148,1107385
1-453-220-11,HR 7364,2052,1107426
1-453-220-12,HR 7364,2308,1107467
1-453-221-11,HR 8172,1796,1107508
1-453-221-12,HR 8172,2052,1107549
1-453-222-11,HR 8566,3844,1107590
1-453-222-21,HR 8566,4100,1107631
1-453-229-11,HR 8211,2308,1107672
1-453-238-11,HR 8569,6404,1107713
1-453-238-12,HR 8569,6660,1107754
1-453-238-21,HR 8569,6660,1107795
1-453-240-11,HR 46128,34820,1107836
1-453-240-21,HR 46128,35076,1107879
1-453-248-11,HR 8569,6660,1107922
1-453-254-11,HR 8211,1796,1110081
1-453-263-11,HR 7337,3844,1110122
1-453-264-11,HR 8372,4100,1110163
1-453-265-00,HR 8372,3844,1110204
1-453-265-11,HR 8372,4356,1110245
1-453-266-11,HR 8187,5636,1110286
1-453-268-11,HR 8220,3076,1110327
1-453-268-21,HR 8220,3332,1110368
1-453-279-11,HR 8592,6660,1110409
1-453-283-11,HR 8208,3844,1110450
1-453-283-21,HR 8208,4100,1110491
1-453-286-11,HR 8534,5124,1110532
1-453-286-21,HR 8534,5380,1110573
1-453-298-11,HR 8577,7684,1110614
1-453-299-11,HR 7405,5124,1110655
1-453-307-11,HR 8569,5636,1110696
1-453-308-11,HR 8579,6148,1110737
1-453-308-21,HR 8579,6404,1110778
1-453-308-31,HR 8579,6660,1110819
1-453-314-11,HR 7946,4612,1110860
1-453-314-21,HR 8579,5636,1110901
1-453-316-11,HR 7946,5124,1110942
1-453-316-21,HR 7946,5380,1110983
1-453-325-11,HR 8638,4868,1113142
1-453-326-11,HR 8580,4100,1113183
1-453-331-11,HR 8567,4356,1113224
1-453-331-21,HR 8567,4612,1113265
1-453-340-11,HR 8638,4100,1113306
1-453-340-21,HR 8638,4356,1113347
1-453-340-31,HR 8638,4612,1113388
1-453-344-11,HR 7979,6916,1113429
1-453-344-21,HR 7979,7172,1113470
1-453-345-11,HR 7946,5636,1113511
1-453-347-11,HR 8592,5636,1113552
1-453-354-11,HR 8635,4612,1113593
1-453-361-11,HR 8182,3332,1113634
1-453-372-11,HR 8579,6404,1113675
1-453-498-11,HR 8195,7172,1113716
1-453-498-21,HR 8195,7428,1113757
1-453-498-71,HR 8195,8708,1113798
1-453-543-11,HR 46106,15620,1113839
1-453-543-31,HR 46106,16132,1113881
1-456-498-21,HR 8195,8196,1113923
1-456-498-71,HR 8195,9476,1113964
1-482-008,HR 42087,64771,1114005
1-482-008-00,HR 42087,35332,1114045
1-482-008-01,HR 42087,35588,1116197
1-482-024,HR 42000,60419,1116240
1-482-024-01,HR 42000,31236,1116280
1-482-035,HR 42040,61955,1116323
1-482-035-00,HR 42040,32516,1116363
1-482-035-01,HR 42040,32772,1116406
1-482-039,HR 2287 T11,42244,1116449
1-482-039-00,HR 2287 T11,12805,1116492
1-482-039-01,HR 2287 T11,13061,1116538
1-482-046,HR 42061,63235,1116584
1-482-046-00,HR 42061,33796,1116624
1-482-046-01,HR 42061,34052,1116667
1-482-049,HR 42081,64515,1116710
1-482-049-00,HR 42081,35076,1116750
1-482-049-01,HR 42081,35332,1116793
1-482-049-02,HR 42081,35588,1116836
1-482-049-03,HR 42081,35844,1116879
1-482-049-10,HR 42081,35332,1116922
1-482-049-20,HR 42081,35588,1116965
1-482-050,HR 46021,61955,1117008
1-482-050-02,HR 46021,33028,1117048
1-482-052,HR 42034,62467,1117091
1-482-052-01,HR 42034,33284,1117131
1-482-052-20,HR 42034,33540,1119294
1-482-058,HR 42112,63235,1119337
1-482-058-00,HR 42112,33796,1119377
1-482-058-01,HR 42112,34052,1119420
1-482-058-02,HR 42112,34308,1119463
1-482-058-03,HR 42112,34564,1119506
1-482-061,HR 42061,62467,1119549
1-482-061-01,HR 42061,33284,1119589
1.13.3228,HR 2287 T9,30468,1069768
1.13.3237.00,HR 2287 T30,57860,1069810
1.13.3237.01,HR 2287 T30,58116,1069855
1.13.3254.00,HR 2287 T22,12037,1069900
1.33.021670,HR 5665,58115,1069946
1.33.021670.0,HR 5665,16644,1069986
1.33.021670.0/00,HR 5665,53252,1070028
1.33.021670.00/00,HR 5665,5,1072195
1.33.021855,HR 9709,60163,1072241
1.33.023450,HR 5662,56835,1072281
1.33.023450.4/00,HR 5662,52996,1072321
10.0006,HR 2272 R,32259,1119674
10.0017,HR 2270 V2,46083,1119712
10.0019,HR 2270 V4,47107,1119751
10.0021,HR 2268 TRSI,28676,1119790
10.0028,HR 002,54530,1119831
10.0030,HR 2270 V1,44547,1119866
10.0036,HR 2274 T20S,14852,1119905
10.0046,HR 046,56578,1119946
10.0057,HR 631,57090,1119981
10.0071,HR 2269 T11S,15620,1120016
10.0073,HR 2280 T8S,3588,1120057
10.0086,HR 502,56834,1120097
10.0090,HR 090,56066,1120132
10.0095,HR 2268 TRSI,31492,1120167
10.0109,HR 2274 T35S,16644,1120208
10.0114,HR 236,55810,1121343
10.0115,HR 0068 T3S,2052,1121378
10.0128,HR 2268 RSI,9220,1121418
10.0129,HR 2274 T29S,17924,1121458
10.0130,HR 2274 T22S,14084,1121499
10.0135,HR 2274 T23S,15620,1121540
10.0136,HR 2280 T8S,3588,1121581
10.0138,HR 2268 TRSI,30980,1121621
10.0142,HR 2269 T12S,15620,1121662
10.0150,HR 2274 T22S,14596,1121703
10.0159,HR 2274 T29S,18692,1121744
10.0160,HR 185,56834,1121785
10.0165,HR 2274 T19RS,38660,1121820
10.0170,HR 2274 T30S,14852,1121862
10.0171,HR 0083 S,32771,1121903
10.0174,HR 2269 T11S,16644,1121941
10.0175,HR 2280 T3S,3076,1121982
10.0176,HR 2274 T32S,16900,1122022
10.0179,HR 2274 T29S,19204,1122063
10.0186,HR 2274 T31S,16900,1122104
10.0189,HR 2274 T34S,18436,1122145
10.0196,HR 2274 T26S,18180,1122186
10.0201,HR 2921,2563,1122227
10.0202,HR 2920,2563,1122263
10.0208,HR 2274 T28S,17156,1125441
10.0216,HR 3054,3587,1125482
10.0221,HR 2274 T21S,14084,1125518
10.0224,HR 2280 T9S,3332,1125559
10.0225,HR 2280 T7S,3076,1125599
10.0227,HR 2273 T16S,16388,1125639
10.0230,HR 2280 T8S,2308,1125680
10.0251,HR 185,57090,1125720
10.0256,HR 2274 T33S,16900,1125755
10.0265,HR 2275 R,34819,1125796
10.0286,HR 2274 T33S,17668,1125834
10.0305,HR 2274 T24S,15620,1125875
10.0320,HR 320,54018,1125916
10.0325,HR 2274 T25S,16388,1125951
10.0337,HR 2274 T27S,17668,1125992
10.0362,HR 2280 T10S,14340,1126033
10.475,HR 1663,59650,1126074
10.5000,HR 3615,3331,1126109
10.5000/B,HR 3616,32515,1126145
10.5006,HR 2051,3075,1126183
10.5012,HR 2041,2051,1126219
10.5017,HR 5163,5379,1126255
10.5018,HR 5126,5379,1126291
10.5019,HR 51/01,15875,1126327
10.5020,HR 1707,3843,1126364
10.5021,HR 2063/02,40195,1128477
10.5024,HR 3534,4867,1128516
10.5025,HR 3535,5379,1128552
10.5027,HR 2115,4099,1128588
10.5029,HR 3658,7939,1128624
10.5031,HR 5505,4355,1128660
10.5032,HR 1177,4867,1128696
10.5033,HR 2110,2051,1128732
10.5034,HR 2080/00,40451,1128768
10.5036,HR 3690,6403,1128807
10.5037,HR 3509,6403,1128843
10.5038,HR 3602,5123,1128879
10.5039,HR 2080/10,41987,1128915
10.5040,HR 2050,2307,1128954
10.5041,HR 3504,3843,1128990
10.5042,HR 2013,2563,1129026
10.5045,HR 3605,5379,1129062
10.5046,HR 3503,4867,1129098
10.5047,HR 1197,6915,1129134
10.5048,HR 3601,5123,1129170
10.5049,HR 3114,5123,1129206
10.5050,HR 2052,3075,1129242
10.5051,HR 3103,2819,1129278
10.5052,HR 5610,4355,1129314
10.5053,HR 3609,6147,1129350
10.5054,HR 3604,5123,1129386
10.5056,HR 2053,4867,1129422
10.5058,HR 2155,6147,1130547
10.5059,HR 3542,6659,1130583
10.5060,HR 1117,3587,1130619
10.5061,HR 5525,5635,1130655
10.5062,HR 3519,6147,1130691
10.5064,HR 3515,5635,1130727
10.5068,HR 3612,6147,1130763
100 020 070,HR 6020,44035,1130799
100 21 1038,HRT 244 BP,35332,1130839
100 21 1046,HRT 227 BP,35332,1130882
100 21 1054,HRT 225 BP,34564,1130925
100 21 1062,HRT 227 BP,34820,1130968
100 21 1070,HRT 227 BP,34564,1131011
100 21 1089,HRT 227 BP,37124,1131054
100 21 1097,HRT 254,56835,1131097
100 21 1108,HRT 254,55043,1131137
100 21 1116,HRT 254,54787,1131177
100 21 1116-009,HRT 254,39940,1131217
100 21 1124,HRT 265,55043,1131261
100 21 1132,HRT 255,54531,1131301
100 21 1140,HRT 911,54019,1131341
100 21 1140/211,HRT 911,38404,1131381
100 21 1159,HRT 264,56835,1131425
100 21 1167,HRT 265,56835,1131465
100 21 1183,HRT 403,54787,1133622
100 21 3116/111,HRT 913,39940,1133662
100-40111,HR 42006,59395,1133706
1000000069,HR 7047,44035,1133746
1000004400,HR 1843/60,14340,1133785
1000005600,HR 1843/87,17412,1133827
10000110,HR 7141,14851,1133869
1000020900,HR 6362,42755,1133906
100065.20,HR 6456,31491,1133945
10006520,HR 6456,19715,1133983
100066.20,HR 6456,31747,1134020
10006620,HR 6456,19971,1134058
100351.40,HR 6457,31747,1134095
100351.60,HR 6460,30723,1134133
10035140,HR 6457,19971,1134171
10035160,HR 6460,18947,1134208
100402,HR 6662,58626,1134245
100402086,HR 7296,34563,1134280
100427.60,HR 6459,33795,1134318
10042760,HR 6459,22019,1134356
100681.30,HR 7535,32515,1134393
10068130,HR 7535,20739,1134431
100796.50,HR 6458,35587,1134468
100796.60,HR 6461,34307,1134506
10079660,HR 6461,22531,1136698
100796G0.P1,HR 6461,6148,1134544
100897.40,HR 6463,34819,1136735
10089740,HR 6463,23043,1136773
100906.20,HR 8275,32771,1136810
10090620,HR 8275,20995,1136848
100913.50,HR 7497,34307,1136885
10091350,HR 7497,22531,1136923
101 703 7,HR 025,9219,1136960
101-114002-04,HR 7737,14852,1136997
101-200009-04,HR 7483,15108,1137039
101-210001-03,HR 7630,11524,1137081
101-214001-04,HR 7457,14596,1137123
101-214002-05,HR 7457,15108,1137165
101-214004-03,HR 7431,13060,1137207
101-214004-03 A,HR 7431,37892,1137249
101-214008-11,HR 7491,15364,1137293
101-214009-03,HR 8497,17668,1137335
101-214009-03 A,HR 8497,42500,1137377
101-214017-03,HR 7491,15620,1137421
101-214018-03,HR 7491,15876,1137463
101-214018-04,HR 7491,16132,1137505
101-214020-04,HR 7834,14596,1137547
101-214020-04 A,HR 7834,39428,1137589
101-214022-04,HR 7737,15620,1137633
101-214022-04 A,HR 7737,40452,1139749
101-220001-07,HR 7443,13316,1139793
101-220002-03,HR 7900,12036,1139835
101-220002-04,HR 7900,12292,1139877
101-220003-03,HR 7900,12292,1139919
101-220004-03,HR 7900,12548,1139961
101-220005-01,HR 7679,15620,1140003
101-220005-01 B,HR 7679,40708,1140045
101-220005-03,HR 7443,13316,1140089
101-220005-03 A,HR 7443,38148,1140131
101-220006-01,HR 8621,12804,1140175
101-220006-04,HR 7443,13828,1140217
101-220027-07,HR 7438,16388,1140259
101-221002-01,HR 8447,13572,1140301
101-221002U01,HR 8447,23812,1140343
101-223050-9 A,HR 7443,28164,1140385
101-226003-01,HR 7920,13828,1140428
101-226003-01 A,HR 7920,38660,1140470
101-228002-01,HR 8183,14596,1140514
101-228002-06,HR 8183,15876,1140556
101-228003-01,HR 8121,12804,1140598
101-228003-06,HR 8573,16900,1140640
101-418113-94,HR 7457,19460,1140682
10100090,HR 9442,18435,1144887
1010048,HR 7731,6659,1144924
101093.40,HR 9817,33539,1144960
10109340,HR 9817,21763,1145038
101093EO.P1,HR 9817,13316,1144998
